Customer_ID,Product,Balance,Monthly_Revenue_Estimate,Open_Date
1002752,Mortgage,466645.09,751.03,2023-11-09
1002752,Line of Credit,32968.02,478.04,2023-11-09
1002752,RRSP,40330.95,258.88,2023-11-09
1002753,Chequing,0.0,7.02,2023-11-20
1002753,Savings,6106.15,14.6,2023-11-20
1002753,Mortgage,450576.16,1334.57,2023-11-20
1002753,RRSP,0.0,0.0,2023-11-20
1002754,Chequing,1394.96,10.5,2015-09-28
1002754,Savings,15394.96,33.81,2015-09-28
1002754,Credit Card,5753.35,132.07,2015-09-28
1002754,TFSA,23122.08,85.77,2015-09-28
1002754,Investment Account,77675.18,532.92,2015-09-28
1002755,Chequing,3231.03,8.68,2022-08-20
1002755,Savings,3166.57,9.0,2022-08-20
1002755,Credit Card,3259.22,67.22,2022-08-20
1002755,Investment Account,24401.42,156.37,2022-08-20
1002756,Chequing,5840.91,13.21,2021-05-18
1002756,Savings,11629.47,13.13,2021-05-18
1002756,Credit Card,2428.95,45.05,2021-05-18
1002756,Line of Credit,24009.76,261.03,2021-05-18
1002756,TFSA,29330.76,232.09,2021-05-18
1002756,RRSP,28997.45,193.13,2021-05-18
1002756,Investment Account,12853.23,72.08,2021-05-18
1002757,Chequing,1831.49,10.78,2011-03-30
1002757,Savings,11165.6,24.45,2011-03-30
1002757,Credit Card,7166.71,124.72,2011-03-30
1002757,TFSA,9028.33,31.49,2011-03-30
1002758,Chequing,824.18,15.14,2012-12-21
1002758,Credit Card,4435.32,70.42,2012-12-21
1002758,Mortgage,307663.46,679.69,2012-12-21
1002758,GIC,16457.16,99.74,2012-12-21
1002759,Chequing,1773.16,3.33,2022-11-05
1002759,Savings,8053.39,14.47,2022-11-05
1002759,Credit Card,6149.38,150.52,2022-11-05
1002759,Line of Credit,18528.96,210.67,2022-11-05
1002759,TFSA,23601.49,127.66,2022-11-05
1002759,RRSP,39998.24,146.95,2022-11-05
1002760,Chequing,4771.26,10.45,2012-10-09
1002760,Savings,12947.07,15.13,2012-10-09
1002760,Credit Card,0.0,0.0,2012-10-09
1002760,TFSA,20832.6,87.92,2012-10-09
1002760,RRSP,18443.97,102.56,2012-10-09
1002761,Chequing,827.19,6.35,2020-11-20
1002761,Savings,8993.79,11.12,2020-11-20
1002761,Credit Card,1998.52,32.62,2020-11-20
1002761,Investment Account,22661.12,147.31,2020-11-20
1002762,Chequing,3879.51,13.94,2012-06-03
1002762,Savings,14851.46,31.84,2012-06-03
1002762,Credit Card,2263.99,36.58,2012-06-03
1002762,Mortgage,368825.78,804.19,2012-06-03
1002762,TFSA,5181.06,33.95,2012-06-03
1002762,RRSP,28324.53,113.84,2012-06-03
1002762,Investment Account,0.0,0.0,2012-06-03
1002763,Chequing,3029.35,7.77,2021-05-03
1002763,Savings,6336.3,18.93,2021-05-03
1002763,TFSA,28205.45,187.34,2021-05-03
1002763,RRSP,32792.04,175.06,2021-05-03
1002763,GIC,5963.84,47.53,2021-05-03
1002764,Chequing,4531.11,4.45,2021-04-15
1002764,Savings,6862.04,9.86,2021-04-15
1002764,Credit Card,1639.46,37.42,2021-04-15
1002764,TFSA,18799.3,127.38,2021-04-15
1002765,Chequing,4719.71,6.37,2017-12-20
1002765,Savings,14441.01,35.91,2017-12-20
1002765,RRSP,14725.96,83.88,2017-12-20
1002765,Investment Account,47542.29,263.15,2017-12-20
1002766,Chequing,6359.95,11.9,2014-06-14
1002766,Savings,0.0,0.0,2014-06-14
1002766,Credit Card,374.37,7.05,2014-06-14
1002766,Mortgage,376649.27,795.3,2014-06-14
1002767,Chequing,5556.3,9.45,2015-08-04
1002767,Savings,0.0,0.0,2015-08-04
1002767,Credit Card,6621.65,155.35,2015-08-04
1002767,TFSA,10673.04,50.6,2015-08-04
1002768,Chequing,3259.54,14.97,2022-07-08
1002768,Savings,11709.29,17.39,2022-07-08
1002768,Credit Card,2564.82,46.75,2022-07-08
1002768,Mortgage,420961.67,748.18,2022-07-08
1002768,Personal Loan,15292.03,152.83,2022-07-08
1002768,TFSA,30102.1,182.48,2022-07-08
1002768,Investment Account,35680.53,284.98,2022-07-08
1002769,Chequing,2161.27,11.55,2015-11-22
1002769,Savings,0.0,0.0,2015-11-22
1002769,TFSA,0.0,0.0,2015-11-22
1002769,Investment Account,28971.33,111.3,2015-11-22
1002770,Chequing,4094.98,10.29,2016-01-08
1002770,RRSP,28610.63,118.75,2016-01-08
1002771,Chequing,5399.35,3.02,2018-01-07
1002771,Savings,12964.88,27.76,2018-01-07
1002771,Credit Card,2764.61,57.28,2018-01-07
1002771,RRSP,14163.02,88.99,2018-01-07
1002771,Investment Account,11680.23,60.4,2018-01-07
1002772,Chequing,4818.03,12.98,2012-06-25
1002772,Savings,16776.51,22.99,2012-06-25
1002772,Credit Card,4019.04,94.97,2012-06-25
1002772,Mortgage,375791.77,1074.37,2012-06-25
1002772,RRSP,26652.91,136.24,2012-06-25
1002772,Investment Account,28265.46,88.95,2012-06-25
1002773,Chequing,1657.08,4.58,2023-03-13
1002773,Savings,6295.73,15.7,2023-03-13
1002773,Credit Card,2901.02,45.23,2023-03-13
1002773,TFSA,4010.93,27.89,2023-03-13
1002774,Chequing,2379.54,4.8,2015-08-04
1002774,Savings,3543.94,6.97,2015-08-04
1002774,Credit Card,5762.89,132.74,2015-08-04
1002774,Personal Loan,7018.85,35.55,2015-08-04
1002774,TFSA,33962.16,109.01,2015-08-04
1002774,RRSP,8877.85,60.82,2015-08-04
1002774,Investment Account,23559.12,105.56,2015-08-04
1002775,Chequing,9310.48,10.2,2011-06-19
1002775,Savings,5296.79,8.48,2011-06-19
1002775,Credit Card,4256.5,100.93,2011-06-19
1002776,Chequing,3651.04,13.97,2015-11-25
1002776,Savings,2466.88,3.16,2015-11-25
1002776,Credit Card,5560.78,92.92,2015-11-25
1002776,Mortgage,362365.79,563.06,2015-11-25
1002776,Personal Loan,11710.81,168.46,2015-11-25
1002776,TFSA,11852.57,37.61,2015-11-25
1002776,Investment Account,38196.7,284.05,2015-11-25
1002777,Chequing,4840.61,5.69,2017-04-12
1002777,Savings,1127.13,1.26,2017-04-12
1002777,Credit Card,3039.94,65.94,2017-04-12
1002777,TFSA,15610.08,107.92,2017-04-12
1002777,Investment Account,20671.28,110.04,2017-04-12
1002778,Chequing,2684.92,5.09,2022-04-22
1002778,Savings,10871.6,25.16,2022-04-22
1002778,TFSA,14263.21,46.25,2022-04-22
1002779,Chequing,4890.56,9.66,2018-03-17
1002779,Savings,9511.15,23.0,2018-03-17
1002779,Credit Card,1735.24,27.04,2018-03-17
1002779,Mortgage,303143.34,677.04,2018-03-17
1002779,Line of Credit,22561.2,300.76,2018-03-17
1002779,TFSA,22910.89,137.77,2018-03-17
1002779,RRSP,31862.42,131.08,2018-03-17
1002780,Chequing,4764.96,10.55,2011-11-19
1002780,Savings,3406.29,3.43,2011-11-19
1002780,Credit Card,3430.58,82.7,2011-11-19
1002780,Personal Loan,16951.29,206.38,2011-11-19
1002780,TFSA,22352.76,172.11,2011-11-19
1002780,RRSP,7777.4,54.8,2011-11-19
1002780,GIC,6685.42,41.16,2011-11-19
1002781,Chequing,2542.26,8.53,2017-09-23
1002781,Savings,14539.15,38.5,2017-09-23
1002781,Credit Card,2841.42,49.65,2017-09-23
1002781,Mortgage,403676.82,706.87,2017-09-23
1002782,Chequing,3270.75,13.71,2012-11-07
1002782,Credit Card,4418.02,66.89,2012-11-07
1002782,Personal Loan,23381.6,331.13,2012-11-07
1002782,Line of Credit,33819.32,403.52,2012-11-07
1002782,TFSA,15260.82,91.68,2012-11-07
1002782,RRSP,13915.39,106.23,2012-11-07
1002783,Chequing,6096.47,15.11,2024-09-21
1002783,Savings,13871.77,25.26,2024-09-21
1002783,Credit Card,6294.13,125.81,2024-09-21
1002783,GIC,10967.38,87.21,2024-09-21
1002783,Investment Account,45073.42,148.43,2024-09-21
1002784,Chequing,4455.65,3.06,2011-11-01
1002784,Savings,8958.8,19.92,2011-11-01
1002784,Credit Card,1574.05,33.69,2011-11-01
1002784,Mortgage,392323.7,1140.18,2011-11-01
1002784,Line of Credit,12237.79,66.13,2011-11-01
1002784,TFSA,16099.42,56.59,2011-11-01
1002785,Chequing,4083.25,10.62,2012-10-13
1002785,Savings,4453.91,9.45,2012-10-13
1002785,TFSA,30472.18,224.02,2012-10-13
1002785,RRSP,18759.15,64.87,2012-10-13
1002786,Chequing,1867.35,13.78,2018-10-08
1002786,Credit Card,5956.89,130.56,2018-10-08
1002786,TFSA,34816.16,127.25,2018-10-08
1002787,Chequing,710.86,12.59,2015-10-16
1002787,Credit Card,2526.17,47.73,2015-10-16
1002787,Mortgage,311558.55,786.91,2015-10-16
1002787,TFSA,27342.85,159.23,2015-10-16
1002787,RRSP,2566.6,13.35,2015-10-16
1002787,Investment Account,53130.35,380.46,2015-10-16
1002788,Chequing,2558.87,14.62,2015-03-04
1002788,Savings,5790.23,12.82,2015-03-04
1002788,Personal Loan,7378.3,105.45,2015-03-04
1002788,RRSP,50929.82,374.85,2015-03-04
1002788,Investment Account,7469.84,46.06,2015-03-04
1002789,Savings,11086.25,16.13,2021-11-12
1002789,Credit Card,3591.84,85.4,2021-11-12
1002789,TFSA,13828.49,51.22,2021-11-12
1002789,RRSP,18341.02,56.11,2021-11-12
1002790,Chequing,3066.92,4.36,2023-02-01
1002790,Credit Card,5341.43,117.96,2023-02-01
1002790,TFSA,14935.77,69.27,2023-02-01
1002790,RRSP,40423.63,153.92,2023-02-01
1002790,Investment Account,59038.72,357.17,2023-02-01
1002791,Chequing,2925.03,6.24,2020-01-07
1002791,Savings,8540.44,12.12,2020-01-07
1002791,Credit Card,3467.67,69.33,2020-01-07
1002791,Line of Credit,41353.88,335.23,2020-01-07
1002791,TFSA,24964.78,105.0,2020-01-07
1002791,RRSP,24556.74,129.64,2020-01-07
1002792,Chequing,3037.38,7.5,2022-07-19
1002792,Credit Card,5797.35,115.4,2022-07-19
1002793,Chequing,3841.18,7.02,2013-12-14
1002793,Savings,18220.52,40.11,2013-12-14
1002793,Credit Card,3498.69,71.93,2013-12-14
1002794,Chequing,2940.68,12.09,2013-02-10
1002794,Savings,15341.02,16.86,2013-02-10
1002794,Credit Card,6317.67,133.52,2013-02-10
1002794,Mortgage,445976.46,749.91,2013-02-10
1002794,Personal Loan,13199.55,91.04,2013-02-10
1002794,GIC,7779.63,36.1,2013-02-10
1002794,Investment Account,17887.59,102.45,2013-02-10
1002795,Chequing,1544.39,4.21,2018-01-07
1002795,Savings,14278.45,27.85,2018-01-07
1002795,Credit Card,6501.81,154.92,2018-01-07
1002795,Line of Credit,25363.69,190.3,2018-01-07
1002795,TFSA,8616.55,36.71,2018-01-07
1002795,Investment Account,31391.73,124.85,2018-01-07
1002796,Chequing,5093.38,4.69,2021-02-08
1002796,Savings,0.0,0.0,2021-02-08
1002796,Credit Card,4939.77,87.81,2021-02-08
1002796,RRSP,13579.34,48.07,2021-02-08
1002797,Chequing,4414.34,4.89,2017-11-21
1002797,Savings,5898.16,12.99,2017-11-21
1002797,Credit Card,3857.92,62.82,2017-11-21
1002797,TFSA,5430.66,40.89,2017-11-21
1002797,RRSP,30568.85,198.05,2017-11-21
1002798,Chequing,6265.06,7.07,2024-03-15
1002798,Savings,10280.26,18.58,2024-03-15
1002798,Credit Card,3665.8,71.98,2024-03-15
1002798,Line of Credit,24609.97,295.45,2024-03-15
1002799,Chequing,4745.93,11.01,2020-06-05
1002799,Savings,3365.77,8.0,2020-06-05
1002799,Credit Card,6987.52,124.55,2020-06-05
1002799,Mortgage,473483.87,1183.48,2020-06-05
1002799,RRSP,50845.61,388.81,2020-06-05
1002800,Chequing,5252.94,7.59,2022-03-20
1002800,Credit Card,3933.36,74.26,2022-03-20
1002800,TFSA,27138.91,126.49,2022-03-20
1002800,RRSP,26616.66,207.67,2022-03-20
1002801,Chequing,8072.22,13.23,2012-03-15
1002801,Savings,6447.4,18.49,2012-03-15
1002801,Credit Card,2150.67,51.15,2012-03-15
1002802,Chequing,4301.08,6.07,2022-12-15
1002802,Savings,1522.16,3.39,2022-12-15
1002802,Credit Card,2424.21,37.04,2022-12-15
1002802,GIC,8869.75,32.99,2022-12-15
1002803,Chequing,4336.35,15.62,2022-05-14
1002803,Savings,4116.09,4.87,2022-05-14
1002803,TFSA,35110.05,153.07,2022-05-14
1002803,RRSP,16576.72,78.81,2022-05-14
1002803,GIC,7447.47,51.83,2022-05-14
1002803,Investment Account,18782.18,119.26,2022-05-14
1002804,Credit Card,2251.5,44.3,2011-12-29
1002804,Mortgage,319855.45,791.57,2011-12-29
1002804,Personal Loan,6776.42,73.65,2011-12-29
1002805,Chequing,777.54,9.87,2023-05-07
1002805,Savings,6165.56,6.68,2023-05-07
1002805,Credit Card,6515.85,152.11,2023-05-07
1002805,Mortgage,358799.47,943.14,2023-05-07
1002805,TFSA,28491.89,226.14,2023-05-07
1002805,RRSP,34602.08,246.87,2023-05-07
1002805,Investment Account,11754.11,46.35,2023-05-07
1002806,Chequing,1422.4,7.29,2013-04-09
1002806,Savings,0.0,0.0,2013-04-09
1002806,Mortgage,402728.17,1188.38,2013-04-09
1002806,Line of Credit,30205.8,356.49,2013-04-09
1002806,TFSA,21095.88,126.34,2013-04-09
1002807,Chequing,8.36,12.55,2022-06-23
1002807,Savings,12548.65,35.45,2022-06-23
1002807,Credit Card,4229.26,99.41,2022-06-23
1002807,Line of Credit,21183.17,129.97,2022-06-23
1002807,TFSA,19974.81,103.49,2022-06-23
1002807,RRSP,11293.21,70.3,2022-06-23
1002807,Investment Account,47244.81,154.56,2022-06-23
1002808,Chequing,2177.32,13.57,2018-09-27
1002808,Savings,0.0,0.0,2018-09-27
1002808,Credit Card,1896.3,34.82,2018-09-27
1002808,RRSP,11821.99,48.89,2018-09-27
1002808,Investment Account,47299.93,221.46,2018-09-27
1002809,Chequing,8030.37,3.77,2018-08-21
1002809,Savings,16047.63,27.26,2018-08-21
1002809,Credit Card,1855.49,42.17,2018-08-21
1002809,TFSA,31171.76,249.27,2018-08-21
1002810,Chequing,3510.27,5.9,2021-08-31
1002810,Savings,2530.09,3.3,2021-08-31
1002810,TFSA,14881.26,93.35,2021-08-31
1002811,Chequing,2743.61,14.46,2010-09-14
1002811,Credit Card,1133.36,26.07,2010-09-14
1002811,RRSP,23503.71,72.6,2010-09-14
1002811,Investment Account,19485.38,126.26,2010-09-14
1002812,Chequing,3523.0,4.45,2015-05-01
1002812,Savings,0.0,0.0,2015-05-01
1002812,Credit Card,2034.94,40.6,2015-05-01
1002812,RRSP,19348.2,150.9,2015-05-01
1002812,GIC,814.5,3.26,2015-05-01
1002812,Investment Account,52355.47,302.19,2015-05-01
1002813,Chequing,1309.42,13.71,2010-07-22
1002813,Credit Card,6551.96,126.75,2010-07-22
1002813,Mortgage,337306.56,576.5,2010-07-22
1002813,TFSA,28263.17,111.16,2010-07-22
1002814,Chequing,943.4,4.07,2010-12-15
1002814,Savings,5919.31,11.26,2010-12-15
1002814,Line of Credit,20994.51,113.95,2010-12-15
1002815,Savings,7056.57,16.22,2015-06-21
1002815,Mortgage,447196.45,1193.01,2015-06-21
1002815,TFSA,32579.08,236.94,2015-06-21
1002815,RRSP,18006.97,62.99,2015-06-21
1002815,Investment Account,18515.75,60.17,2015-06-21
1002816,Chequing,3339.26,15.24,2023-06-16
1002816,Savings,8828.96,19.27,2023-06-16
1002816,Credit Card,4241.78,90.12,2023-06-16
1002816,Line of Credit,5803.92,36.46,2023-06-16
1002816,TFSA,40388.03,246.23,2023-06-16
1002817,Chequing,4141.62,11.85,2023-11-27
1002817,Credit Card,2906.43,43.97,2023-11-27
1002817,Line of Credit,27943.46,204.72,2023-11-27
1002817,TFSA,16310.91,81.31,2023-11-27
1002817,RRSP,34687.34,221.83,2023-11-27
1002818,Chequing,5811.92,14.54,2017-12-24
1002818,Savings,11710.56,31.33,2017-12-24
1002818,Credit Card,31.92,0.72,2017-12-24
1002818,Personal Loan,4201.26,42.13,2017-12-24
1002818,TFSA,9390.27,34.28,2017-12-24
1002818,RRSP,30847.44,114.78,2017-12-24
1002818,Investment Account,45501.07,353.25,2017-12-24
1002819,Chequing,3036.7,4.2,2018-05-29
1002819,Savings,8730.58,11.1,2018-05-29
1002819,Credit Card,279.81,6.5,2018-05-29
1002819,Line of Credit,17570.57,178.4,2018-05-29
1002819,TFSA,25761.04,87.21,2018-05-29
1002819,RRSP,25653.9,190.21,2018-05-29
1002820,Chequing,6142.04,13.18,2023-01-13
1002820,Credit Card,5565.44,108.1,2023-01-13
1002820,RRSP,10977.14,57.16,2023-01-13
1002821,Chequing,3273.38,13.53,2017-03-07
1002821,Savings,11115.58,20.79,2017-03-07
1002821,Credit Card,3284.48,80.26,2017-03-07
1002821,TFSA,32251.69,231.92,2017-03-07
1002821,RRSP,15033.81,95.17,2017-03-07
1002822,Chequing,5506.85,8.14,2013-10-24
1002822,Savings,10256.36,17.17,2013-10-24
1002822,Credit Card,1926.36,34.61,2013-10-24
1002823,Chequing,4657.36,5.05,2016-07-16
1002823,Savings,2090.77,2.93,2016-07-16
1002823,Credit Card,3997.37,76.94,2016-07-16
1002823,TFSA,27023.87,144.63,2016-07-16
1002823,RRSP,30660.7,110.25,2016-07-16
1002823,Investment Account,9426.91,44.99,2016-07-16
1002824,Chequing,5070.89,5.27,2013-07-17
1002824,Savings,6181.17,9.58,2013-07-17
1002824,Credit Card,4641.54,99.78,2013-07-17
1002824,TFSA,34655.27,263.71,2013-07-17
1002824,GIC,8670.89,45.41,2013-07-17
1002825,Chequing,3749.32,13.34,2016-08-10
1002825,Savings,11840.99,19.59,2016-08-10
1002825,Credit Card,5282.27,113.35,2016-08-10
1002825,RRSP,17296.39,77.41,2016-08-10
1002825,Investment Account,29012.96,155.9,2016-08-10
1002826,Chequing,5855.27,12.62,2015-04-28
1002826,Savings,10625.03,10.79,2015-04-28
1002826,Credit Card,5145.14,99.27,2015-04-28
1002826,Personal Loan,8021.27,54.17,2015-04-28
1002826,TFSA,14050.81,81.82,2015-04-28
1002827,Chequing,6256.15,4.98,2010-08-16
1002827,Credit Card,5425.38,108.6,2010-08-16
1002827,Personal Loan,18629.64,243.92,2010-08-16
1002827,GIC,6071.76,28.89,2010-08-16
1002828,Chequing,4340.99,11.27,2016-09-23
1002828,RRSP,65249.42,259.64,2016-09-23
1002828,Investment Account,42644.7,142.53,2016-09-23
1002829,Chequing,1869.14,5.23,2021-07-15
1002829,Savings,5381.15,11.4,2021-07-15
1002829,Credit Card,5393.9,98.39,2021-07-15
1002829,TFSA,26069.18,123.28,2021-07-15
1002829,RRSP,18471.33,125.9,2021-07-15
1002830,Chequing,3024.98,12.8,2022-05-14
1002830,Savings,169.98,0.24,2022-05-14
1002830,Credit Card,1728.53,41.37,2022-05-14
1002830,Mortgage,365985.8,920.74,2022-05-14
1002830,Investment Account,10987.58,69.48,2022-05-14
1002831,Chequing,2318.55,15.85,2017-07-27
1002831,Savings,10741.14,16.71,2017-07-27
1002831,Credit Card,3702.18,72.32,2017-07-27
1002831,TFSA,21871.08,122.5,2017-07-27
1002831,RRSP,39326.75,168.07,2017-07-27
1002832,Chequing,3334.55,9.11,2018-11-28
1002832,Credit Card,1440.71,27.9,2018-11-28
1002832,Personal Loan,18913.95,233.55,2018-11-28
1002832,TFSA,12163.29,48.66,2018-11-28
1002832,Investment Account,45744.65,244.58,2018-11-28
1002833,Chequing,3725.32,7.15,2016-06-06
1002833,Savings,5054.6,9.9,2016-06-06
1002833,Credit Card,2615.49,64.12,2016-06-06
1002833,RRSP,43488.6,282.29,2016-06-06
1002834,Chequing,2501.57,12.66,2016-05-08
1002834,Savings,5276.1,8.6,2016-05-08
1002834,Mortgage,260675.15,641.92,2016-05-08
1002834,Personal Loan,18647.61,143.24,2016-05-08
1002835,Chequing,83.0,4.21,2011-04-03
1002835,Savings,6367.93,11.14,2011-04-03
1002835,Credit Card,1819.26,43.44,2011-04-03
1002835,TFSA,15991.13,100.52,2011-04-03
1002836,Chequing,5192.84,7.93,2011-11-08
1002836,Savings,5627.09,7.67,2011-11-08
1002836,Credit Card,6120.78,105.35,2011-11-08
1002836,TFSA,36369.58,287.51,2011-11-08
1002837,Chequing,4818.55,4.46,2023-07-22
1002837,Savings,10321.68,13.3,2023-07-22
1002837,Personal Loan,24078.66,300.84,2023-07-22
1002837,GIC,8164.33,62.19,2023-07-22
1002837,Investment Account,0.0,0.0,2023-07-22
1002838,Chequing,1957.2,5.75,2020-11-12
1002838,Credit Card,4412.66,73.07,2020-11-12
1002838,Personal Loan,14721.77,214.11,2020-11-12
1002838,RRSP,25299.06,193.87,2020-11-12
1002839,Chequing,1179.14,14.13,2021-12-30
1002839,Savings,9196.13,17.21,2021-12-30
1002839,Credit Card,2178.52,36.99,2021-12-30
1002840,Chequing,5078.11,7.67,2015-10-09
1002840,Savings,9223.09,12.27,2015-10-09
1002840,Credit Card,3072.59,46.54,2015-10-09
1002840,TFSA,5417.95,43.27,2015-10-09
1002841,Chequing,8612.48,8.95,2021-03-16
1002841,Savings,15311.07,18.78,2021-03-16
1002841,Personal Loan,17694.77,194.7,2021-03-16
1002841,TFSA,17968.19,65.98,2021-03-16
1002841,RRSP,18360.79,120.15,2021-03-16
1002842,Chequing,8329.01,5.81,2013-02-17
1002842,Savings,12281.0,19.27,2013-02-17
1002842,TFSA,475.84,3.66,2013-02-17
1002842,RRSP,37157.63,269.57,2013-02-17
1002843,Chequing,5070.67,6.72,2011-10-24
1002843,Savings,15066.85,26.14,2011-10-24
1002843,Credit Card,1138.22,23.87,2011-10-24
1002843,GIC,987.38,4.74,2011-10-24
1002843,Investment Account,29132.61,133.66,2011-10-24
1002844,Chequing,4539.2,4.33,2016-10-23
1002844,Credit Card,6073.54,96.51,2016-10-23
1002844,Personal Loan,15565.05,104.3,2016-10-23
1002844,TFSA,36508.35,111.05,2016-10-23
1002844,RRSP,36701.71,174.38,2016-10-23
1002844,Investment Account,16511.91,74.02,2016-10-23
1002845,Chequing,5137.99,5.75,2011-10-10
1002845,Savings,10646.96,15.44,2011-10-10
1002845,GIC,10576.47,42.73,2011-10-10
1002846,Chequing,1576.86,12.53,2013-10-05
1002846,Savings,14050.78,40.63,2013-10-05
1002846,Credit Card,3725.67,65.66,2013-10-05
1002846,Personal Loan,15880.33,168.55,2013-10-05
1002846,TFSA,14269.14,68.31,2013-10-05
1002847,Chequing,5393.0,10.03,2010-01-20
1002847,Savings,4429.72,6.35,2010-01-20
1002847,Credit Card,2935.08,61.4,2010-01-20
1002847,Mortgage,318189.36,548.61,2010-01-20
1002847,Line of Credit,26202.15,344.75,2010-01-20
1002847,TFSA,31012.88,202.87,2010-01-20
1002847,GIC,13596.11,65.86,2010-01-20
1002848,Chequing,5865.51,7.86,2016-08-14
1002848,Savings,13994.22,30.84,2016-08-14
1002848,Mortgage,339228.92,546.53,2016-08-14
1002848,TFSA,3385.81,14.63,2016-08-14
1002848,RRSP,7640.12,25.68,2016-08-14
1002848,Investment Account,11570.58,47.39,2016-08-14
1002849,Chequing,5164.7,9.17,2012-10-13
1002849,Credit Card,10447.98,235.35,2012-10-13
1002849,RRSP,12279.6,97.69,2012-10-13
1002850,Chequing,2284.6,8.05,2022-10-29
1002850,Savings,12635.14,23.39,2022-10-29
1002850,Credit Card,2950.05,54.67,2022-10-29
1002850,TFSA,25809.71,155.07,2022-10-29
1002850,Investment Account,22553.46,149.31,2022-10-29
1002851,Chequing,0.0,14.65,2013-01-04
1002851,Savings,12561.46,30.3,2013-01-04
1002851,Credit Card,6942.9,138.42,2013-01-04
1002851,TFSA,10112.85,41.71,2013-01-04
1002852,Chequing,819.89,3.78,2022-08-20
1002852,Credit Card,2222.64,33.78,2022-08-20
1002852,TFSA,18416.77,82.14,2022-08-20
1002852,RRSP,31258.52,218.54,2022-08-20
1002852,GIC,17152.82,58.34,2022-08-20
1002852,Investment Account,68847.3,283.55,2022-08-20
1002853,Chequing,5582.88,7.68,2017-02-13
1002853,Mortgage,297820.6,794.08,2017-02-13
1002853,Personal Loan,0.0,0.0,2017-02-13
1002853,GIC,15701.97,108.76,2017-02-13
1002853,Investment Account,51494.5,169.07,2017-02-13
1002854,Chequing,6991.62,10.16,2016-02-14
1002854,Savings,8014.8,11.83,2016-02-14
1002854,Credit Card,3731.68,67.99,2016-02-14
1002854,Line of Credit,21165.85,275.17,2016-02-14
1002854,TFSA,13536.57,51.62,2016-02-14
1002855,Chequing,536.82,9.82,2012-04-02
1002855,Savings,10693.97,19.48,2012-04-02
1002855,Credit Card,2445.02,49.67,2012-04-02
1002855,TFSA,3168.78,24.73,2012-04-02
1002856,Chequing,5237.37,15.1,2010-08-05
1002856,Savings,10100.45,13.8,2010-08-05
1002856,Credit Card,7151.58,162.34,2010-08-05
1002856,TFSA,7626.22,25.74,2010-08-05
1002856,RRSP,28189.54,136.99,2010-08-05
1002857,Chequing,7400.99,7.53,2010-04-07
1002857,Savings,2649.19,3.33,2010-04-07
1002857,Investment Account,58437.96,206.33,2010-04-07
1002858,Chequing,2048.51,14.73,2015-03-29
1002858,Savings,7927.5,18.99,2015-03-29
1002858,Mortgage,416280.84,1042.12,2015-03-29
1002859,Chequing,6833.61,3.87,2015-03-29
1002859,Savings,0.0,0.0,2015-03-29
1002859,Credit Card,2006.56,31.61,2015-03-29
1002859,TFSA,18922.09,128.67,2015-03-29
1002859,RRSP,18274.18,86.23,2015-03-29
1002860,Savings,14017.8,14.18,2021-07-04
1002860,Credit Card,962.1,22.53,2021-07-04
1002860,TFSA,15931.79,126.35,2021-07-04
1002860,RRSP,49880.98,249.45,2021-07-04
1002860,Investment Account,1196.99,5.33,2021-07-04
1002861,Savings,2326.15,6.08,2023-04-15
1002861,TFSA,25741.16,84.51,2023-04-15
1002861,RRSP,19483.14,83.51,2023-04-15
1002862,Chequing,0.0,10.97,2024-01-13
1002862,Savings,12395.19,15.69,2024-01-13
1002862,Credit Card,3760.75,61.89,2024-01-13
1002862,Line of Credit,33884.99,298.01,2024-01-13
1002862,TFSA,6694.81,28.53,2024-01-13
1002863,Chequing,4040.84,9.0,2010-04-14
1002863,Savings,1982.86,5.88,2010-04-14
1002863,Credit Card,2968.29,49.47,2010-04-14
1002863,Line of Credit,12125.88,155.22,2010-04-14
1002863,TFSA,12799.67,73.78,2010-04-14
1002863,RRSP,21525.55,78.23,2010-04-14
1002864,Chequing,5531.87,4.53,2010-03-05
1002864,Savings,5721.25,15.77,2010-03-05
1002864,Credit Card,5964.09,118.41,2010-03-05
1002864,Mortgage,413131.14,895.31,2010-03-05
1002864,Personal Loan,7895.5,75.48,2010-03-05
1002864,TFSA,19131.44,125.58,2010-03-05
1002864,GIC,3975.44,30.4,2010-03-05
1002865,Chequing,4723.0,14.68,2020-09-26
1002865,Savings,1401.42,1.84,2020-09-26
1002865,Credit Card,8912.13,136.59,2020-09-26
1002866,Chequing,3651.52,4.52,2011-06-19
1002866,Savings,0.0,0.0,2011-06-19
1002866,TFSA,6163.33,34.85,2011-06-19
1002866,RRSP,13976.46,98.81,2011-06-19
1002866,GIC,10490.95,41.0,2011-06-19
1002867,Chequing,2997.8,9.57,2013-07-02
1002867,Savings,10873.04,21.22,2013-07-02
1002867,Credit Card,4536.85,113.13,2013-07-02
1002867,Line of Credit,18542.26,100.81,2013-07-02
1002867,RRSP,37718.7,293.6,2013-07-02
1002867,GIC,2509.11,15.37,2013-07-02
1002867,Investment Account,49853.53,383.85,2013-07-02
1002868,Chequing,676.07,14.84,2016-11-06
1002868,Savings,13575.48,26.94,2016-11-06
1002868,TFSA,36591.37,239.11,2016-11-06
1002869,Chequing,4215.71,4.98,2013-01-15
1002869,Savings,12746.6,32.2,2013-01-15
1002869,Credit Card,4178.67,81.92,2013-01-15
