Customer_ID,Segment,Age,Gender,Occupation,Income_Band,Immigration_Status,Region,Household_Size,Relationship_Status,Years_With_Bank,Has_Direct_Deposit,Churn_Flag,Product_Count,Total_Balance,Monthly_Revenue,CLV_5yr,Primary_Bank_Score,Churn_Risk_Score,Churn_Risk_Tier,Churn_Probability_Model,Predicted_Churn,Model_Risk_Band,NPS_Score,CSAT_Score,Mobile_Usage_Score,Monthly_Logins
1000335,Young Professionals,34,Male,Accountant,$100K-$150K,Temporary Resident,North York,4,Common-law,1.88,1,0,5.0,93793.21,606.0699999999999,22396.83,100.0,0.0,Low,0.14740013,0,Low,28,3.7,89.6,22
1000336,Young Professionals,38,Male,Engineer,$75K-$100K,Canadian Born,North York,2,Married,14.24,1,0,5.0,62727.48,305.93,11305.4,100.0,0.0,Low,0.3248201,0,Medium,33,3.8,83.0,26
1000337,Young Professionals,26,Male,Marketing Manager,$100K-$150K,Temporary Resident,Mississauga,2,Common-law,2.33,1,0,5.0,330804.45,848.89,31370.04,100.0,0.0,Low,0.28748906,0,Medium,36,3.1,70.6,11
1000338,Young Professionals,30,Female,Financial Analyst,$100K-$150K,Permanent Resident,Downtown Toronto,1,Married,14.78,1,0,6.0,120260.59,670.45,24775.94,100.0,0.0,Low,0.29087397,0,Medium,4,3.6,96.3,24
1000339,Young Professionals,34,Female,Sales Manager,$50K-$75K,Temporary Resident,Etobicoke,3,Divorced,6.85,1,0,4.0,60828.28,310.89,11488.69,100.0,0.0,Low,0.29885814,0,Medium,35,4.0,100.0,18
1000340,Young Professionals,31,Female,Software Engineer,$75K-$100K,Permanent Resident,Etobicoke,3,Single,9.81,1,0,5.0,61402.49999999999,450.0700000000001,16631.97,100.0,0.0,Low,0.36354005,0,High,14,3.1,71.9,23
1000341,Young Professionals,27,Male,Accountant,$50K-$75K,Temporary Resident,Scarborough,2,Married,6.77,1,0,5.0,25079.39,153.72000000000003,5680.6,85.0,0.0,Low,0.24880326,0,Medium,45,3.2,74.6,9
1000342,Young Professionals,25,Female,Nurse,$50K-$75K,Temporary Resident,Brampton,4,Divorced,0.49,1,0,5.0,55022.77,350.4,12948.75,100.0,10.0,Low,0.23865911,0,Medium,21,3.5,94.9,18
1000343,Young Professionals,25,Male,Accountant,$50K-$75K,Canadian Born,Brampton,3,Common-law,4.19,1,0,7.0,462749.98,1599.25,59098.99,100.0,0.0,Low,0.05963699,0,Low,24,3.6,99.6,31
1000344,Young Professionals,31,Female,Nurse,$75K-$100K,Temporary Resident,Vaughan,4,Divorced,8.32,1,1,5.0,74003.04999999999,332.44,12285.05,100.0,0.0,Low,0.60069764,1,Critical,26,3.2,84.0,16
1000345,Young Professionals,28,Male,Software Engineer,$50K-$75K,Canadian Born,Vaughan,1,Divorced,6.01,0,0,6.0,488069.75,1639.36,60581.23,70.0,20.0,Low,0.1628928,0,Medium,63,3.0,69.6,19
1000346,Young Professionals,24,Female,Engineer,$75K-$100K,Canadian Born,Vaughan,2,Single,5.14,1,0,6.0,345278.45,1269.5,46913.35,100.0,0.0,Low,0.275194,0,Medium,39,2.9,88.0,15
1000347,Young Professionals,24,Male,Nurse,$100K-$150K,Temporary Resident,North York,1,Single,9.58,1,0,6.0,69820.39,548.8199999999999,20281.2,100.0,0.0,Low,0.33384272,0,Medium,36,4.5,90.9,28
1000348,Young Professionals,36,Male,Nurse,$50K-$75K,Permanent Resident,Downtown Toronto,3,Divorced,3.06,1,0,7.0,83534.4,437.3,16160.07,100.0,0.0,Low,0.16616961,0,Medium,39,2.7,83.4,29
1000349,Young Professionals,32,Female,Software Engineer,$75K-$100K,Temporary Resident,Richmond Hill,1,Common-law,0.88,1,0,5.0,17238.96,167.87,6203.5,100.0,10.0,Low,0.11552438,0,Low,32,2.9,93.8,27
1000350,Young Professionals,33,Male,Financial Analyst,$50K-$75K,Temporary Resident,Mississauga,3,Married,14.94,0,0,4.0,42204.71,190.57,7042.36,70.0,35.0,Medium,0.08815355,0,Low,15,2.2,76.2,31
1000351,Young Professionals,29,Male,Software Engineer,$100K-$150K,Canadian Born,North York,2,Single,9.08,1,0,5.0,52036.47,369.81,13666.03,100.0,0.0,Low,0.36599445,0,High,38,3.1,76.9,13
1000352,Young Professionals,31,Female,Marketing Manager,$100K-$150K,Canadian Born,Brampton,3,Married,14.74,1,0,6.0,118339.66,677.61,25040.53,85.0,0.0,Low,0.10343422,0,Low,28,3.2,88.9,7
1000353,Young Professionals,32,Non-binary/Other,Software Engineer,$75K-$100K,Temporary Resident,Brampton,5,Married,9.16,1,0,4.0,38693.53,154.57,5712.01,100.0,0.0,Low,0.20133352,0,Medium,44,4.1,93.8,32
1000354,Young Professionals,35,Female,Marketing Manager,$75K-$100K,Temporary Resident,North York,2,Single,0.31,1,1,5.0,64372.08,381.53,14099.13,100.0,10.0,Low,0.7590284,1,Critical,58,3.1,97.6,22
1000355,Young Professionals,39,Male,Engineer,$75K-$100K,Canadian Born,North York,1,Married,13.0,1,0,6.0,91026.55,525.37,19414.62,100.0,0.0,Low,0.5673335,1,High,42,2.9,96.3,15
1000356,Young Professionals,36,Male,Nurse,$75K-$100K,Canadian Born,Vaughan,3,Divorced,8.44,0,0,5.0,47113.45,308.0,11381.89,70.0,20.0,Low,0.34029362,0,Medium,15,2.4,85.1,18
1000357,Young Professionals,32,Male,HR Specialist,$50K-$75K,Canadian Born,Downtown Toronto,1,Single,6.4,1,0,7.0,84493.77,533.5,19715.06,100.0,0.0,Low,0.2143404,0,Medium,45,3.7,84.5,21
1000358,Young Professionals,39,Female,Accountant,$50K-$75K,Permanent Resident,Downtown Toronto,1,Single,2.41,1,0,6.0,533249.5499999999,1696.88,62706.83,100.0,0.0,Low,0.26985517,0,Medium,43,4.1,78.0,21
1000359,Young Professionals,24,Male,Sales Manager,$100K-$150K,Temporary Resident,Brampton,1,Married,10.51,1,0,4.0,411943.36,1101.69,40712.06,100.0,0.0,Low,0.26710144,0,Medium,45,2.9,72.8,25
1000360,Young Professionals,27,Male,Software Engineer,$75K-$100K,Canadian Born,Downtown Toronto,5,Single,7.89,1,0,4.0,33534.44,144.47,5338.77,100.0,0.0,Low,0.28208616,0,Medium,46,3.2,85.7,24
1000361,Young Professionals,34,Female,HR Specialist,$100K-$150K,Canadian Born,Downtown Toronto,2,Single,8.55,0,0,5.0,47756.15,271.78000000000003,10043.41,70.0,20.0,Low,0.35372826,0,High,50,3.9,94.7,22
1000362,Young Professionals,28,Female,Nurse,$75K-$100K,Canadian Born,Etobicoke,1,Common-law,14.58,1,0,5.0,121700.23,564.0899999999999,20845.49,100.0,0.0,Low,0.05025462,0,Low,41,2.1,100.0,22
1000363,Young Professionals,28,Male,Accountant,$50K-$75K,Temporary Resident,Downtown Toronto,2,Single,0.88,1,0,5.0,433898.9,937.7,34651.95,100.0,10.0,Low,0.15884757,0,Medium,36,3.8,78.5,19
1000364,Young Professionals,39,Male,Sales Manager,$100K-$150K,Temporary Resident,Mississauga,3,Married,14.29,1,0,3.0,23268.72,95.28,3521.0,100.0,0.0,Low,0.3797386,0,High,20,3.8,100.0,17
1000365,Young Professionals,26,Male,Nurse,$100K-$150K,Canadian Born,Brampton,1,Single,8.12,1,0,3.0,34912.49,398.77,14736.22,100.0,0.0,Low,0.34080654,0,Medium,24,3.1,87.2,16
1000366,Young Professionals,37,Male,Engineer,$50K-$75K,Canadian Born,Etobicoke,2,Married,9.52,1,0,4.0,30785.59,206.76,7640.65,100.0,0.0,Low,0.33850273,0,Medium,55,3.4,87.8,33
1000367,Young Professionals,27,Female,Nurse,$100K-$150K,Permanent Resident,Etobicoke,1,Divorced,14.5,1,0,2.0,17672.41,24.0,886.9,80.0,25.0,Low,0.484572,1,High,16,3.8,82.7,12
1000368,Young Professionals,37,Male,HR Specialist,$100K-$150K,Canadian Born,Downtown Toronto,2,Single,10.85,0,0,5.0,122414.68,482.09,17815.25,70.0,20.0,Low,0.22976148,0,Medium,27,3.3,87.4,30
1000369,Young Professionals,32,Male,Accountant,$75K-$100K,Canadian Born,Brampton,1,Single,9.35,1,1,5.0,19207.19,125.47,4636.64,100.0,0.0,Low,0.6001174,1,Critical,27,4.5,70.4,17
1000370,Young Professionals,39,Female,Nurse,$75K-$100K,Permanent Resident,Richmond Hill,2,Common-law,10.69,1,0,6.0,46432.78,271.91,10048.21,100.0,0.0,Low,0.12763901,0,Low,23,3.3,75.1,40
1000371,Young Professionals,25,Male,HR Specialist,$50K-$75K,Canadian Born,Scarborough,2,Married,4.31,0,0,4.0,36064.16,181.38,6702.75,70.0,20.0,Low,0.44130668,1,High,38,2.3,87.2,21
1000372,Young Professionals,38,Female,Accountant,$75K-$100K,Canadian Born,Downtown Toronto,2,Married,5.27,0,0,6.0,81998.74,562.57,20789.32,70.0,20.0,Low,0.15414684,0,Medium,24,2.9,78.3,27
1000373,Young Professionals,38,Male,Sales Manager,$75K-$100K,Canadian Born,Downtown Toronto,2,Married,6.04,1,0,3.0,7752.07,89.64,3312.57,100.0,0.0,Low,0.24314,0,Medium,30,3.1,86.9,22
1000374,Young Professionals,38,Female,Nurse,$100K-$150K,Canadian Born,Scarborough,2,Married,10.25,1,0,2.0,20553.99,87.94,3249.75,65.0,25.0,Low,0.108913995,0,Low,52,3.2,85.2,7
1000375,Young Professionals,33,Male,Engineer,$75K-$100K,Permanent Resident,Vaughan,1,Common-law,9.8,1,0,6.0,53408.91,364.68,13476.45,100.0,0.0,Low,0.3297425,0,Medium,55,3.8,71.7,18
1000376,Young Professionals,35,Female,Nurse,$75K-$100K,Permanent Resident,Vaughan,1,Common-law,0.4,0,0,5.0,40004.97,259.38,9585.18,70.0,30.0,Medium,0.20078257,0,Medium,39,3.7,91.3,23
1000377,Young Professionals,32,Female,Financial Analyst,$100K-$150K,Temporary Resident,Etobicoke,1,Single,10.36,1,0,5.0,103030.35,787.77,29111.4,100.0,0.0,Low,0.21221015,0,Medium,32,3.7,89.8,11
1000378,Young Professionals,34,Female,Software Engineer,$100K-$150K,Canadian Born,Downtown Toronto,3,Married,11.17,1,0,4.0,80057.53,426.34,15755.05,100.0,0.0,Low,0.54983133,1,High,24,4.6,83.3,25
1000379,Young Professionals,31,Female,Accountant,$100K-$150K,Temporary Resident,Mississauga,1,Married,13.63,1,0,4.0,54769.73,292.16,10796.54,100.0,0.0,Low,0.2768997,0,Medium,56,2.4,84.0,21
1000380,Young Professionals,39,Male,Financial Analyst,$75K-$100K,Canadian Born,North York,3,Common-law,7.79,1,0,5.0,33322.48,214.6,7930.37,100.0,0.0,Low,0.12087202,0,Low,67,2.8,96.5,18
1000381,Young Professionals,28,Female,Sales Manager,$50K-$75K,Permanent Resident,Downtown Toronto,2,Single,5.3,0,0,5.0,82732.41,549.41,20303.0,70.0,20.0,Low,0.27017543,0,Medium,21,2.9,90.4,20
1000382,Young Professionals,30,Female,Sales Manager,$100K-$150K,Temporary Resident,North York,1,Married,8.55,1,0,4.0,446882.8000000001,1173.95,43382.37,100.0,0.0,Low,0.30234522,0,Medium,22,3.6,86.1,26
1000383,Young Professionals,31,Male,Software Engineer,$100K-$150K,Canadian Born,Downtown Toronto,2,Common-law,9.04,1,0,5.0,28434.75,195.83,7236.74,85.0,0.0,Low,0.40104055,1,High,38,3.1,79.8,8
1000384,Young Professionals,35,Female,Sales Manager,$50K-$75K,Temporary Resident,Mississauga,1,Single,5.09,0,0,6.0,92370.69,831.92,30742.93,70.0,20.0,Low,0.14672841,0,Low,65,4.7,76.9,10
1000385,Young Professionals,28,Male,HR Specialist,$50K-$75K,Temporary Resident,Etobicoke,3,Single,13.56,1,0,4.0,414435.94000000006,991.09,36624.93,100.0,0.0,Low,0.2503539,0,Medium,52,3.4,87.6,29
1000386,Young Professionals,25,Male,Sales Manager,$75K-$100K,Canadian Born,Other GTA,2,Married,9.39,1,0,5.0,35466.63,167.96,6206.83,100.0,0.0,Low,0.47961223,1,High,30,3.5,93.9,26
1000387,Young Professionals,30,Female,Accountant,$75K-$100K,Temporary Resident,Vaughan,2,Married,6.63,1,0,5.0,304325.43,686.18,25357.23,100.0,0.0,Low,0.32097304,0,Medium,13,3.9,96.5,23
1000388,Young Professionals,38,Female,Accountant,$50K-$75K,Temporary Resident,Markham,1,Married,10.57,1,1,3.0,28638.710000000003,128.8,4759.7,100.0,0.0,Low,0.6709702,1,Critical,34,4.3,67.7,20
1000389,Young Professionals,39,Male,Sales Manager,$75K-$100K,Temporary Resident,Brampton,3,Single,9.25,0,0,5.0,61824.83,402.16,14861.5,70.0,20.0,Low,0.16393496,0,Medium,25,4.2,93.1,22
1000390,Young Professionals,39,Female,Accountant,$100K-$150K,Temporary Resident,Mississauga,2,Common-law,0.26,1,0,4.0,60040.57,437.87,16181.13,100.0,25.0,Low,0.055726886,0,Low,31,2.6,81.3,23
1000391,Young Professionals,32,Non-binary/Other,HR Specialist,$50K-$75K,Temporary Resident,Vaughan,3,Married,10.68,1,0,6.0,83485.91,585.38,21632.25,100.0,0.0,Low,0.42300907,1,High,18,3.1,82.9,22
1000392,Young Professionals,36,Female,Sales Manager,$100K-$150K,Canadian Born,Scarborough,2,Married,7.93,1,0,4.0,37351.49,242.44,8959.17,100.0,0.0,Low,0.26390794,0,Medium,57,3.9,85.2,18
1000393,Young Professionals,30,Male,Sales Manager,$100K-$150K,Canadian Born,Etobicoke,1,Married,7.39,0,0,3.0,26420.73,155.22,5736.03,70.0,20.0,Low,0.23868638,0,Medium,28,2.8,71.1,22
1000394,Young Professionals,35,Male,Accountant,$75K-$100K,Temporary Resident,Mississauga,4,Single,2.53,1,0,5.0,121090.5,668.6700000000001,24710.16,100.0,0.0,Low,0.14498137,0,Low,35,2.7,83.7,26
1000395,Young Professionals,30,Male,Nurse,$50K-$75K,Temporary Resident,Richmond Hill,2,Single,14.97,1,0,4.0,33286.34,311.78,11521.58,100.0,0.0,Low,0.30842188,0,Medium,55,3.8,81.2,28
1000396,Young Professionals,24,Female,Sales Manager,$75K-$100K,Permanent Resident,Mississauga,3,Married,7.6,0,0,6.0,78343.12999999999,519.9300000000001,19213.59,70.0,20.0,Low,0.4300837,1,High,52,3.4,80.7,20
1000397,Young Professionals,28,Female,HR Specialist,$50K-$75K,Permanent Resident,Richmond Hill,2,Common-law,12.23,1,0,4.0,52169.17,236.0,8721.19,100.0,0.0,Low,0.10016566,0,Low,63,3.7,84.6,20
1000398,Young Professionals,38,Male,Nurse,$50K-$75K,Temporary Resident,North York,3,Single,5.0,0,0,7.0,63829.28,399.0,14744.72,70.0,20.0,Low,0.34795004,0,Medium,35,4.0,86.2,22
1000399,Young Professionals,34,Female,Nurse,$100K-$150K,Temporary Resident,Scarborough,2,Common-law,10.91,1,0,4.0,22961.39,131.05,4842.85,100.0,10.0,Low,0.25245506,0,Medium,-4,2.8,85.0,26
1000400,Young Professionals,24,Male,Marketing Manager,$50K-$75K,Canadian Born,Other GTA,4,Common-law,12.14,0,0,6.0,136605.41999999998,959.05,35440.92,70.0,20.0,Low,0.33858755,0,Medium,37,4.2,92.0,17
1000401,Young Professionals,34,Female,Marketing Manager,$100K-$150K,Canadian Born,Vaughan,1,Single,2.17,1,0,7.0,472713.3,1581.65,58448.6,100.0,0.0,Low,0.4800705,1,High,29,3.3,94.8,33
1000402,Young Professionals,28,Male,Financial Analyst,$75K-$100K,Permanent Resident,Vaughan,3,Married,9.93,1,0,3.0,407567.45,1251.01,46230.06,100.0,0.0,Low,0.116471946,0,Low,73,3.7,98.8,33
1000403,Young Professionals,37,Female,Marketing Manager,$50K-$75K,Canadian Born,Etobicoke,4,Married,14.47,1,0,6.0,147615.66,995.68,36794.55,100.0,0.0,Low,0.055557847,0,Low,44,4.1,93.8,33
1000404,Young Professionals,27,Male,Engineer,$50K-$75K,Canadian Born,Other GTA,2,Married,9.73,1,1,4.0,42059.87,271.83,10045.26,100.0,0.0,Low,0.62330496,1,Critical,31,4.7,85.3,13
1000405,Young Professionals,33,Female,Sales Manager,$75K-$100K,Permanent Resident,North York,1,Common-law,3.45,1,1,5.0,58285.89,417.85,15441.31,100.0,0.0,Low,0.32159385,0,Medium,30,3.5,79.5,15
1000406,Young Professionals,34,Male,Sales Manager,$50K-$75K,Canadian Born,Richmond Hill,1,Single,5.41,1,0,8.0,500494.89,1490.83,55092.42,100.0,0.0,Low,0.10528099,0,Low,37,3.5,80.0,28
1000407,Young Professionals,36,Male,Marketing Manager,$100K-$150K,Permanent Resident,Richmond Hill,1,Single,1.47,0,0,4.0,41644.350000000006,322.33000000000004,11911.44,70.0,20.0,Low,0.12268191,0,Low,26,3.2,92.7,20
1000408,Young Professionals,27,Male,Engineer,$75K-$100K,Canadian Born,Downtown Toronto,2,Married,3.8,1,0,7.0,104311.54,692.93,25606.67,100.0,0.0,Low,0.15512253,0,Medium,24,3.0,72.5,27
1000409,Young Professionals,35,Female,Marketing Manager,$100K-$150K,Temporary Resident,Scarborough,2,Single,5.35,1,0,3.0,22543.35,121.14,4476.63,100.0,0.0,Low,0.2433394,0,Medium,36,2.8,98.8,26
1000410,Young Professionals,24,Female,Financial Analyst,$50K-$75K,Canadian Born,Downtown Toronto,2,Divorced,6.53,1,0,6.0,72048.35,643.94,23796.28,100.0,0.0,Low,0.25520012,0,Medium,43,3.9,68.9,28
1000411,Young Professionals,34,Male,Software Engineer,$100K-$150K,Permanent Resident,Markham,2,Single,9.1,1,1,6.0,75090.6,397.17,14677.1,100.0,0.0,Low,0.6857522,1,Critical,61,2.9,78.9,14
1000412,Young Professionals,24,Male,Nurse,$75K-$100K,Permanent Resident,Brampton,1,Single,13.28,1,0,4.0,53320.25,207.92,7683.52,100.0,0.0,Low,0.27170822,0,Medium,51,3.8,80.5,10
1000413,Young Professionals,37,Female,Nurse,$50K-$75K,Temporary Resident,Other GTA,3,Common-law,11.08,0,0,6.0,105471.78,651.34,24069.74,70.0,20.0,Low,0.085861295,0,Low,37,3.2,71.5,17
1000414,Young Professionals,30,Male,Sales Manager,$50K-$75K,Permanent Resident,Mississauga,4,Married,14.04,0,0,7.0,99450.97,536.6800000000001,19832.58,70.0,20.0,Low,0.23933196,0,Medium,47,3.4,76.7,15
1000415,Young Professionals,37,Female,HR Specialist,$50K-$75K,Temporary Resident,Vaughan,4,Married,3.92,1,0,5.0,48794.67,376.5,13913.25,100.0,0.0,Low,0.19374007,0,Medium,23,3.9,85.2,31
1000416,Young Professionals,35,Female,HR Specialist,$100K-$150K,Temporary Resident,Etobicoke,1,Single,4.01,0,0,6.0,552468.65,1899.24,70184.88,70.0,20.0,Low,0.33677822,0,Medium,50,2.5,94.3,23
1000417,Young Professionals,24,Male,Software Engineer,$100K-$150K,Temporary Resident,Scarborough,1,Single,10.83,1,0,7.0,142904.24,1072.13,39619.7,100.0,0.0,Low,0.11670069,0,Low,28,3.6,73.3,30
1000418,Young Professionals,26,Male,Sales Manager,$75K-$100K,Canadian Born,North York,4,Single,7.1,0,0,6.0,56812.01,251.74,9302.85,70.0,20.0,Low,0.17397015,0,Medium,37,2.7,76.9,16
1000419,Young Professionals,30,Male,Software Engineer,$75K-$100K,Temporary Resident,Mississauga,2,Married,3.92,1,0,5.0,54674.740000000005,562.12,20772.69,100.0,0.0,Low,0.26229078,0,Medium,40,3.0,92.3,16
1000420,Young Professionals,29,Female,HR Specialist,$75K-$100K,Temporary Resident,Etobicoke,3,Single,10.29,0,0,5.0,41087.59,337.7,12479.43,70.0,20.0,Low,0.3195653,0,Medium,34,4.3,87.8,14
1000421,Young Professionals,34,Female,Software Engineer,$75K-$100K,Canadian Born,Mississauga,4,Divorced,12.58,1,0,3.0,72155.05,336.98,12452.82,100.0,0.0,Low,0.2410035,0,Medium,32,3.1,80.8,17
1000422,Young Professionals,33,Male,Engineer,$50K-$75K,Canadian Born,Downtown Toronto,2,Married,3.52,1,0,5.0,30911.43,219.01,8093.34,100.0,0.0,Low,0.421721,1,High,38,4.2,100.0,11
1000423,Young Professionals,34,Male,Nurse,$50K-$75K,Canadian Born,Scarborough,1,Single,4.28,1,0,2.0,4297.16,28.55,1055.04,80.0,25.0,Low,0.2674709,0,Medium,43,3.3,90.6,19
1000424,Young Professionals,36,Female,Engineer,$100K-$150K,Permanent Resident,Downtown Toronto,2,Single,14.05,1,0,5.0,299605.29000000004,652.73,24121.11,100.0,0.0,Low,0.34395725,0,Medium,34,3.8,79.4,14
1000425,Young Professionals,39,Female,Nurse,$100K-$150K,Temporary Resident,Markham,3,Married,4.38,1,0,4.0,532145.4,1226.76,45333.93,100.0,0.0,Low,0.14512749,0,Low,47,1.9,94.3,17
1000426,Young Professionals,29,Male,Accountant,$100K-$150K,Temporary Resident,Mississauga,2,Married,4.24,1,0,5.0,76797.67000000001,494.04,18256.85,100.0,0.0,Low,0.2898378,0,Medium,18,4.0,83.9,14
1000427,Young Professionals,28,Female,Marketing Manager,$100K-$150K,Canadian Born,Markham,1,Married,6.74,1,0,4.0,61616.66,449.63,16615.71,100.0,0.0,Low,0.54600525,1,High,31,3.1,99.7,17
1000428,Young Professionals,25,Female,Accountant,$75K-$100K,Temporary Resident,Brampton,1,Single,14.4,1,0,6.0,72614.76999999999,468.38,17308.6,100.0,0.0,Low,0.103034586,0,Low,40,3.6,85.4,31
1000429,Young Professionals,39,Female,Marketing Manager,$50K-$75K,Canadian Born,Markham,2,Married,6.02,1,0,7.0,486974.69,1520.25,56179.61,100.0,0.0,Low,0.29521042,0,Medium,46,3.9,90.5,19
1000430,Young Professionals,36,Male,Software Engineer,$50K-$75K,Temporary Resident,Scarborough,2,Single,10.22,1,0,5.0,57836.76,409.21,15122.03,100.0,0.0,Low,0.19257742,0,Medium,73,3.8,78.5,22
1000431,Young Professionals,26,Male,Marketing Manager,$100K-$150K,Canadian Born,Other GTA,2,Single,3.25,0,1,4.0,28190.32,238.3,8806.18,70.0,20.0,Low,0.57839143,1,High,51,1.9,66.2,21
1000432,Young Professionals,37,Female,Nurse,$75K-$100K,Temporary Resident,Etobicoke,5,Single,10.83,0,0,3.0,59097.04,231.59,8558.22,70.0,20.0,Low,0.2080586,0,Medium,48,4.1,76.7,32
1000433,Young Professionals,37,Male,HR Specialist,$100K-$150K,Permanent Resident,Mississauga,2,Divorced,4.01,1,0,4.0,309184.06,749.75,27706.41,100.0,0.0,Low,0.401642,1,High,47,3.9,94.6,22
1000434,Young Professionals,24,Male,Nurse,$75K-$100K,Canadian Born,Markham,3,Married,2.22,1,0,4.0,48438.36,645.1,23839.15,100.0,0.0,Low,0.315179,0,Medium,46,3.5,89.2,13
1000435,Young Professionals,25,Female,Sales Manager,$100K-$150K,Temporary Resident,Mississauga,2,Common-law,13.25,1,0,4.0,50795.06,389.22,14383.31,100.0,0.0,Low,0.32893416,0,Medium,50,3.8,82.0,13
1000436,Young Professionals,26,Female,Marketing Manager,$75K-$100K,Permanent Resident,Etobicoke,1,Common-law,7.9,1,0,5.0,438348.6,987.3,36484.87,100.0,0.0,Low,0.397202,1,High,33,3.6,93.7,20
1000437,Young Professionals,25,Female,Financial Analyst,$100K-$150K,Temporary Resident,Downtown Toronto,4,Married,8.51,1,0,5.0,133466.24,645.37,23849.13,100.0,0.0,Low,0.21033391,0,Medium,55,4.5,83.9,24
1000438,Young Professionals,35,Male,Software Engineer,$75K-$100K,Permanent Resident,Brampton,2,Single,7.58,1,0,5.0,474399.41,1376.0700000000002,50851.56,100.0,0.0,Low,0.36954832,0,High,43,4.1,83.2,23
1000439,Young Professionals,37,Male,Financial Analyst,$50K-$75K,Temporary Resident,North York,1,Common-law,9.22,1,0,5.0,85490.98,495.37,18306.0,100.0,0.0,Low,0.20162714,0,Medium,21,2.4,79.2,21
1000440,Young Professionals,29,Female,HR Specialist,$50K-$75K,Canadian Born,Mississauga,5,Divorced,14.18,1,0,6.0,51193.42,354.16,13087.7,100.0,0.0,Low,0.40812984,1,High,53,4.4,93.7,19
1000441,Young Professionals,29,Female,Marketing Manager,$100K-$150K,Canadian Born,Scarborough,1,Married,2.16,1,0,6.0,446233.42,1215.69,44924.84,100.0,0.0,Low,0.32840678,0,Medium,51,3.8,74.2,12
1000442,Young Professionals,25,Male,Financial Analyst,$100K-$150K,Permanent Resident,North York,1,Single,14.32,1,0,6.0,398992.95,1231.62,45513.52,100.0,0.0,Low,0.09773424,0,Low,1,2.7,87.0,42
1000443,Young Professionals,34,Male,Nurse,$75K-$100K,Permanent Resident,Mississauga,1,Single,9.86,1,0,5.0,86858.70999999999,395.05,14598.75,100.0,0.0,Low,0.38609654,1,High,20,4.3,92.7,28
1000444,Young Professionals,26,Non-binary/Other,Nurse,$100K-$150K,Temporary Resident,Etobicoke,1,Single,14.86,1,1,3.0,19056.97,123.45,4562.0,85.0,0.0,Low,0.6725615,1,Critical,74,2.9,71.8,8
1000445,Young Professionals,34,Male,Software Engineer,$50K-$75K,Canadian Born,Brampton,2,Common-law,6.93,1,0,5.0,53734.49,229.16,8468.42,100.0,0.0,Low,0.20487322,0,Medium,29,3.4,81.2,14
1000446,Young Professionals,33,Male,Financial Analyst,$75K-$100K,Canadian Born,Mississauga,1,Single,7.56,0,1,6.0,616649.04,1739.79,64292.53,70.0,20.0,Low,0.68446827,1,Critical,43,3.3,96.2,20
1000447,Young Professionals,30,Male,Accountant,$100K-$150K,Permanent Resident,Downtown Toronto,3,Single,8.34,1,0,4.0,45915.6,357.5,13211.12,100.0,0.0,Low,0.26089334,0,Medium,40,2.8,69.5,26
1000448,Young Professionals,30,Female,HR Specialist,$75K-$100K,Permanent Resident,Brampton,2,Divorced,12.0,1,0,5.0,92675.94,531.24,19631.55,100.0,0.0,Low,0.5274459,1,High,7,4.3,86.2,17
1000449,Young Professionals,36,Male,Engineer,$50K-$75K,Permanent Resident,Scarborough,4,Single,8.31,0,0,4.0,44928.4,252.39,9326.87,70.0,20.0,Low,0.20880271,0,Medium,13,2.7,70.9,26
1000450,Young Professionals,32,Female,Sales Manager,$100K-$150K,Permanent Resident,North York,1,Single,2.25,1,0,7.0,113463.68,666.63,24634.77,100.0,0.0,Low,0.07224863,0,Low,29,4.0,89.9,25
1000451,Young Professionals,31,Female,HR Specialist,$75K-$100K,Permanent Resident,Richmond Hill,4,Single,10.12,0,0,4.0,48755.78,164.7,6086.36,70.0,20.0,Low,0.3011011,0,Medium,48,3.4,100.0,20
1000452,Young Professionals,30,Female,Sales Manager,$100K-$150K,Canadian Born,Mississauga,1,Common-law,14.51,1,0,5.0,529435.46,1674.75,61889.03,100.0,0.0,Low,0.36457044,0,High,41,3.5,88.7,19
1000453,Young Professionals,37,Male,HR Specialist,$75K-$100K,Permanent Resident,Scarborough,1,Single,2.92,1,0,6.0,89677.33,356.96,13191.17,85.0,0.0,Low,0.13416317,0,Low,22,3.2,82.7,7
1000454,Young Professionals,30,Male,Accountant,$50K-$75K,Permanent Resident,North York,3,Single,2.55,1,0,5.0,65968.18,455.7,16840.03,100.0,0.0,Low,0.21258709,0,Medium,19,4.5,94.9,30
1000455,Young Professionals,28,Male,Accountant,$100K-$150K,Canadian Born,Downtown Toronto,3,Common-law,9.35,1,0,4.0,37006.65,221.66,8191.27,100.0,0.0,Low,0.16953507,0,Medium,59,3.4,79.9,24
1000456,Young Professionals,27,Female,Marketing Manager,$75K-$100K,Temporary Resident,Vaughan,1,Married,8.97,1,0,5.0,53295.34,364.11,13455.39,100.0,0.0,Low,0.08020145,0,Low,32,3.6,81.2,30
1000457,Young Professionals,29,Female,HR Specialist,$50K-$75K,Temporary Resident,Vaughan,2,Single,1.66,0,0,5.0,53648.78,399.85,14776.13,70.0,20.0,Low,0.36889684,0,High,8,2.6,80.4,21
1000458,Young Professionals,33,Male,Accountant,$100K-$150K,Permanent Resident,Richmond Hill,2,Married,11.58,0,0,6.0,34868.49,162.05,5988.43,70.0,20.0,Low,0.29101604,0,Medium,32,4.1,80.5,22
